,date,commonstocksharesissued,assetscurrent,accountspayablecurrent,commonstockvalue,liabilities,liabilitiesandstockholdersequity,stockholdersequity,earningspersharebasic,netincomeloss,profitloss,costofgoodssold,costsandexpenses,cash,preferredstockvalue,depreciation,operatingexpenses,revenues,land,deferredrevenue,grossprofit,sharesissued,commercialpaper,costofservices,debtcurrent,salariesandwages,open,high,low,close,close_adjusted,volume,open_minus1,high_minus1,low_minus1,close_minus1,close_adj_minus1,volume_minus1,open_plus1,high_plus1,low_plus1,close_plus1,close_adj_plus1,volume_plus1,Tkr_CSCO,Tkr_FB,Tkr_GOOGL,Tkr_HPQ,Tkr_IBM,Tkr_ORCL
713,2009-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
714,2010-02-17,0.005912015301686724,-0.011633890417701465,-0.07407407407407407,0.0,0.027814615760452188,-0.00803727431566681,-0.03387330633468322,0.032258064516129004,0.03693340794627864,0.0,0.1323411102172165,0.0,0.0,0.0,0.0,0.052603613177470754,0.0,0.0,0.0,0.0754076086956521,0.005912015301686724,0.0,0.032457496136012454,0.0,0.0,-0.0008329862557269196,0.002079866888519133,-0.0021017234131988083,0.0029166666666666785,0.0029156888441885798,0.7810117937344867,0.0016722408026754731,-0.0045624222314392116,-0.0008396305625524292,-0.0037359900373599153,-0.0037347422116962292,0.25662670353916894,0.007540846250523758,0.0201005025125629,0.020931225971806855,0.02533783783783794,0.02533965537656835,0.08017868813303974,1,0,0,0,0,0
715,2010-05-26,-0.010890233362143453,0.12633270706476218,0.3362962962962963,0.0,0.20335472479712058,0.1638680131517145,0.13411131523792275,0.1875,0.18294657312466267,0.0,0.06927175843694489,0.0,0.0,0.0,0.0,0.08152448258455336,0.0,0.0,0.0,0.047062539481996124,-0.010890233362143453,0.0,0.08982035928143706,0.0,0.0,-0.017924135056273438,-0.01411374014113742,-0.03791069924178592,-0.04902368093061904,-0.049022487844408436,0.49397697168362353,-0.05133555926544242,-0.028750000000000053,-0.05042016806722682,-0.028750000000000053,-0.02875052065872208,0.3871149873177324,-0.027442827442827444,-0.02791461412151064,-0.03682008368200829,-0.025123558484349218,-0.025125148747508264,0.4528206984864427,1,0,0,0,0,0
716,2010-09-21,-0.01170919259000347,0.033421761324812005,-0.0077605321507761005,0.0,0.03964446952595946,0.023180144276850223,0.009970339949806117,-0.10526315789473684,-0.11724452554744524,0.0,2.86046511627907,0.0,0.0,0.0,0.0,2.8457409568261376,0.0,0.0,0.0,0.024585218702865674,-0.01170919259000347,0.0,2.8145604395604398,3.874000639590662,0.0,-0.07555178268251261,-0.07536842105263153,-0.06436077057793343,-0.054608999563128036,-0.05461198012366797,-0.03757343088699405,-0.03343598768147826,-0.05662805662805659,-0.04247787610619469,-0.06692835692835686,-0.06692781607271725,-0.14084861006182647,-0.07353569901667378,-0.07559121621621623,-0.07037358818418771,-0.0844951415293621,-0.0844977569929799,-0.17591787310337448,1,0,0,0,0,0
717,2010-11-23,-0.01379310344827589,-0.019739017133077907,0.05586592178770955,0.0,-0.04138960510245626,-0.013743374830518906,0.009216798066279619,0.0,-0.0025839793281653423,0.0,-0.7203958691910499,0.0,0.0,0.0,0.0,-0.7327507737119971,0.0,0.0,-0.03130921230713701,-0.4423671426468423,-0.01379310344827589,0.0,-0.7313647821389989,0.0,0.0,-0.1074380165289256,-0.11475409836065575,-0.1024801123069724,-0.11275415896487995,-0.1127504830795405,0.31868580924619283,-0.10559854346836595,-0.10504774897680758,-0.1044362292051757,-0.10068552039319723,-0.1006843825143352,0.1736837288263342,-0.10798338717120459,-0.10689812699862955,-0.09719626168224293,-0.10198431010613751,-0.10198421404983327,0.2964795564232976,1,0,0,0,0,0
718,2011-02-23,-0.007889546351084853,0.03293258739039007,-0.15767195767195763,0.0,0.027604756511891315,0.02457039305130282,0.021622831561275868,-0.20588235294117652,-0.2119170984455958,0.0,0.040935672514619936,0.0,0.0,0.0,0.0,0.03928247048138056,0.0,0.0,0.0997578241430701,-0.08975712777191125,-0.007889546351084853,0.0,0.024128686327077764,0.0,0.0,-0.044753086419753174,-0.040123456790123524,-0.04640250260688217,-0.04166666666666674,-0.04167169334510101,-0.030273079662279323,-0.04681933842239172,-0.0477642276422765,-0.042827657378740835,-0.049591002044989674,-0.04959300948605749,0.14605822451912776,-0.048629073978271986,-0.05319693094629152,-0.05641821946169767,-0.056526207605344325,-0.056526233359436184,0.12497260505569785,1,0,0,0,0,0
719,2011-05-25,-0.0057834809325862935,0.06026965774209647,0.0037688442211054607,0.0,0.05094365615098506,0.04109488783986537,0.03334720974562355,0.2222222222222221,0.18803418803418803,0.0,0.0162625665286813,0.0,0.0,0.0,0.0,-0.022066856019226533,0.0,0.0,-0.009147116117557363,0.06815545243619492,-0.0057834809325862935,0.0,0.007853403141361293,-0.9618791417885966,0.0,-0.1303177167474422,-0.12861736334405138,-0.11919081465281578,-0.12010869565217375,-0.11708076591797512,-0.33170713110792927,-0.12439935931660451,-0.12166488794023467,-0.12398921832884102,-0.12479827864443249,-0.12178583373226926,-0.4333015362653343,-0.12126155519303972,-0.11561318206374938,-0.11409764125068578,-0.11492374727668841,-0.111877664307247,-0.09969984846313229,1,0,0,0,0,0
720,2011-09-14,-0.011997818578440289,0.036718353742482446,0.09637046307884867,0.0,0.04435822147651014,0.020445225541886325,-0.8455568984161312,-0.33333333333333337,-0.31820697288323185,0.0,2.970613907477451,0.0,0.0,0.0,0.0,3.2140303842716715,0.0,0.0,-0.9788016069749551,0.862883518870486,-0.011997818578440289,4.847953216374269,2.9415584415584415,0.012048192771084265,0.0,0.0148606811145513,0.024600246002459913,0.012414649286157653,0.00864731315626921,0.012509474031772605,0.332969250980254,-0.019512195121951237,0.002430133657351119,-0.019076923076923102,0.0049170251997543435,0.008759091384279882,0.9451344975821983,0.019183168316831534,0.020158827122785494,0.010526315789473717,0.025846153846153852,0.029771294849461505,-0.263474340367456,1,0,0,0,0,0
721,2011-11-22,-0.011775528978840821,0.0006290297216542395,0.0365296803652968,0.0,-0.0021588512902901424,-0.0015041047132441365,5.478308621636463,0.5,0.4423701298701299,0.0,-0.7389169780904228,0.0,0.0,0.0,0.0,-0.7518820909765667,0.0,0.0,-0.056451612903225756,-0.7443521352572511,-0.011775528978840821,0.0,-0.7354200988467875,0.001700680272108901,47.97959183673469,0.09212934716290411,0.08823529411764697,0.08522378908645001,0.09736680955297028,0.10159643063605239,-0.500325372101073,0.12748756218905477,0.10969696969696963,0.11543287327478047,0.10091743119266039,0.10515874484606669,-0.3421045305951028,0.07589556769884642,0.06586826347305408,0.06617647058823528,0.044091181763647125,0.04811413221040395,-0.00034415895107065,1,0,0,0,0,0
722,2012-02-21,0.001303295475702848,0.03546545130703538,-0.12885462555066074,0.0,0.0061383647798742835,0.026390230440182183,0.04361278291090964,0.2424242424242422,0.2279122115925718,0.0,0.024417625596407477,0.0,0.0,0.0,0.0,-0.07457264957264953,0.0,0.0,52.256410256410255,-1.072976054732041,0.001303295475702848,0.0,0.011207970112079746,0.02716468590831922,0.0,0.13407821229050287,0.13017098731384436,0.13954802259887011,0.1361607142857142,0.13981996043973788,0.038415130271374665,0.1196911196911199,0.11906062261059525,0.13442069741282348,0.13111111111111118,0.1347582335880828,-0.2416280485897886,0.15180586907449212,0.14943820224719095,0.1522988505747127,0.1559896581442115,0.15971654590543238,-0.23966747837769753,1,0,0,0,0,0
